sic_code,sic_group_name,fama_sic_start,fama_sic_end,sic_fama_desc,fama_ind49,fama_grpdesc
7320,Office of Trade & Services,7320,7329,"Services - consumer credit reporting agencies, collection services",34,BusSv Business Services
7322,Adjustment and Collection Services,7320,7329,"Services - consumer credit reporting agencies, collection services",34,BusSv Business Services
7323,Credit Reporting Services,7320,7329,"Services - consumer credit reporting agencies, collection services",34,BusSv Business Services
7330,Office of Trade & Services,7330,7339,"Services - mailing, reproduction, commercial art & photography",34,BusSv Business Services
7331,Direct Mail Advertising Services,7330,7339,"Services - mailing, reproduction, commercial art & photography",34,BusSv Business Services
7331,Office of Trade & Services,7330,7339,"Services - mailing, reproduction, commercial art & photography",34,BusSv Business Services
7334,Photocopying and Duplicating Services,7330,7339,"Services - mailing, reproduction, commercial art & photography",34,BusSv Business Services
7334,Services-Photocopying and Duplicating Services,7330,7339,"Services - mailing, reproduction, commercial art & photography",34,BusSv Business Services
7335,Commercial Photography,7330,7339,"Services - mailing, reproduction, commercial art & photography",34,BusSv Business Services
7336,Commercial Art and Graphic Design,7330,7339,"Services - mailing, reproduction, commercial art & photography",34,BusSv Business Services
7338,Secretarial and Court Reporting Services,7330,7339,"Services - mailing, reproduction, commercial art & photography",34,BusSv Business Services
7340,Office of Trade & Services,7340,7342,Services - services to dwellings & other buildings,34,BusSv Business Services
7342,Disinfecting and Pest Control Services,7340,7342,Services - services to dwellings & other buildings,34,BusSv Business Services
7349,"Building Cleaning and Maintenance Services, Not Elsewhere",7349,7349,Services - building cleaning & maintenance,34,BusSv Business Services
7350,Office of Trade & Services,7350,7351,Services - Misc equipment rental and leasing,34,BusSv Business Services
7352,Medical Equipment Rental and Leasing,7352,7352,Services - medical equipment rental and leasing,34,BusSv Business Services
7353,Heavy Construction Equipment Rental and Leasing,7353,7353,Services - heavy construction equipment rental and leasing,34,BusSv Business Services
7359,"Equipment Rental and Leasing, Not Elsewhere Classified",7359,7359,Services - equipment rental and leasing,34,BusSv Business Services
7359,Office of Trade & Services,7359,7359,Services - equipment rental and leasing,34,BusSv Business Services
7361,Employment Agencies,7360,7369,Services - personnel supply services,34,BusSv Business Services
7361,Office of Trade & Services,7360,7369,Services - personnel supply services,34,BusSv Business Services
7363,Help Supply Services,7360,7369,Services - personnel supply services,34,BusSv Business Services
7363,Office of Trade & Services,7360,7369,Services - personnel supply services,34,BusSv Business Services
7374,Computer Processing and Data Preparation and Processing Services,7374,7374,"Services - computer processing, data preparation and processing",34,BusSv Business Services
7374,Office of Technology,7374,7374,"Services - computer processing, data preparation and processing",34,BusSv Business Services
7376,Computer Facilities Management Services,7376,7376,Services - computer facilities management service,34,BusSv Business Services
7377,Computer Rental and Leasing,7377,7377,Services - computer rental and leasing,34,BusSv Business Services
7377,Office of Trade & Services,7377,7377,Services - computer rental and leasing,34,BusSv Business Services
7378,Computer Maintenance and Repair,7378,7378,Services - computer maintenance and repair,34,BusSv Business Services
7379,"Computer Related Services, Not Elsewhere Classified",7379,7379,Services - computer related services,34,BusSv Business Services
7380,Office of Trade & Services,7380,7380,Services - Misc business services,34,BusSv Business Services
7381,"Detective, Guard, and Armored Car Services",7381,7382,Services - security,34,BusSv Business Services
7381,Office of Trade & Services,7381,7382,Services - security,34,BusSv Business Services
7382,Security Systems Services,7381,7382,Services - security,34,BusSv Business Services
7383,News Syndicates,7383,7383,Services - news syndicates,34,BusSv Business Services
7384,Photofinishing Laboratories,7384,7384,Services - photofinishing labs,34,BusSv Business Services
7384,Office of Trade & Services,7384,7384,Services - photofinishing labs,34,BusSv Business Services
7385,Office of Trade & Services,7385,7385,Services - telephone interconnect systems,34,BusSv Business Services
7389,"Business Services, Not Elsewhere Classified",7389,7390,Services - Misc business services,34,BusSv Business Services
7389,Office of Trade & Services,7389,7390,Services - Misc business services,34,BusSv Business Services
7519,Utility Trailer and Recreational Vehicle Rental,7519,7519,Services - utility trailer & recreational vehicle rental,34,BusSv Business Services
8700,Office of Trade & Services,8700,8700,"Services - engineering, accounting, research, management",34,BusSv Business Services
8711,Engineering Services,8710,8713,"Services - engineering, accounting, surveying",34,BusSv Business Services
8711,Office of Trade & Services,8710,8713,"Services - engineering, accounting, surveying",34,BusSv Business Services
8712,Architectural Services,8710,8713,"Services - engineering, accounting, surveying",34,BusSv Business Services
8713,Surveying Services,8710,8713,"Services - engineering, accounting, surveying",34,BusSv Business Services
8721,"Accounting, Auditing, and Bookkeeping Services",8720,8721,"Services - accounting, auditing, bookkeeping",34,BusSv Business Services
8731,Commercial Physical and Biological Research,8730,8734,"Services - research, development, testing labs",34,BusSv Business Services
8731,Industrial Applications and Services,8730,8734,"Services - research, development, testing labs",34,BusSv Business Services
8732,"Commercial Economic, Sociological, and Educational Research",8730,8734,"Services - research, development, testing labs",34,BusSv Business Services
8733,Noncommercial Research Organizations,8730,8734,"Services - research, development, testing labs",34,BusSv Business Services
8734,Testing Laboratories,8730,8734,"Services - research, development, testing labs",34,BusSv Business Services
8734,Industrial Applications and Services,8730,8734,"Services - research, development, testing labs",34,BusSv Business Services
8741,Management Services,8740,8748,"Services - management, public relations, consulting",34,BusSv Business Services
8741,Office of Trade & Services,8740,8748,"Services - management, public relations, consulting",34,BusSv Business Services
8742,Management Consulting Services,8740,8748,"Services - management, public relations, consulting",34,BusSv Business Services
8742,Office of Trade & Services,8740,8748,"Services - management, public relations, consulting",34,BusSv Business Services
8743,Public Relations Services,8740,8748,"Services - management, public relations, consulting",34,BusSv Business Services
8744,Facilities Support Management Services,8740,8748,"Services - management, public relations, consulting",34,BusSv Business Services
8744,Office of Trade & Services,8740,8748,"Services - management, public relations, consulting",34,BusSv Business Services
8748,"Business Consulting Services, Not Elsewhere Classified",8740,8748,"Services - management, public relations, consulting",34,BusSv Business Services
8900,Office of Trade & Services,8900,8910,Services - Misc,34,BusSv Business Services
8999,"Services, Not Elsewhere Classified",8920,8999,Services - Misc,34,BusSv Business Services
3570,Office of Technology,3570,3579,Computer & office equipment,35,Hardw Computers
3571,Electronic Computers,3570,3579,Computer & office equipment,35,Hardw Computers
3571,Office of Technology,3570,3579,Computer & office equipment,35,Hardw Computers
3572,Computer Storage Devices,3570,3579,Computer & office equipment,35,Hardw Computers
3572,Office of Technology,3570,3579,Computer & office equipment,35,Hardw Computers
3575,Computer Terminals,3570,3579,Computer & office equipment,35,Hardw Computers
3575,Office of Technology,3570,3579,Computer & office equipment,35,Hardw Computers
3576,Office of Technology,3570,3579,Computer & office equipment,35,Hardw Computers
3577,"Computer Peripheral Equipment, Not Elsewhere Classified",3570,3579,Computer & office equipment,35,Hardw Computers
3577,Office of Technology,3570,3579,Computer & office equipment,35,Hardw Computers
3578,"Calculating and Accounting Machines, Except Electronic Computers",3570,3579,Computer & office equipment,35,Hardw Computers
3578,Office of Technology,3570,3579,Computer & office equipment,35,Hardw Computers
3579,"Office Machines, Not Elsewhere Classified",3570,3579,Computer & office equipment,35,Hardw Computers
3579,Office of Technology,3570,3579,Computer & office equipment,35,Hardw Computers
3695,Magnetic And Optical Recording Media,3695,3695,Magnetic and optical recording media,35,Hardw Computers
3695,Office of Manufacturing,3695,3695,Magnetic and optical recording media,35,Hardw Computers
7370,Office of Technology,7370,7372,Services - computer programming and data processing,36,Softw Computer Software
7371,Computer Programming Services,7370,7372,Services - computer programming and data processing,36,Softw Computer Software
7371,Office of Technology,7370,7372,Services - computer programming and data processing,36,Softw Computer Software
7372,Prepackaged Software,7370,7372,Services - computer programming and data processing,36,Softw Computer Software
7372,Office of Technology,7370,7372,Services - computer programming and data processing,36,Softw Computer Software
7373,Computer Integrated Systems Design,7373,7373,Computer integrated systems design,36,Softw Computer Software
7373,Office of Technology,7373,7373,Computer integrated systems design,36,Softw Computer Software
7375,Information Retrieval Services,7375,7375,Services - information retrieval services,36,Softw Computer Software
3661,Telephone and Telegraph Apparatus,3661,3661,Telephone and telegraph apparatus,37,Chips Electronic Equipment
3661,Office of Manufacturing,3661,3661,Telephone and telegraph apparatus,37,Chips Electronic Equipment
3663,Radio and Television Broadcasting and Communications Equipment,3663,3663,Radio & TV broadcasting & communications equipment,37,Chips Electronic Equipment
3663,Office of Manufacturing,3663,3663,Radio & TV broadcasting & communications equipment,37,Chips Electronic Equipment
3669,"Communications Equipment, Not Elsewhere Classified",3669,3669,Communication equipment,37,Chips Electronic Equipment
3669,Office of Manufacturing,3669,3669,Communication equipment,37,Chips Electronic Equipment
3670,Office of Manufacturing,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3671,Electron Tubes,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3672,Printed Circuit Boards,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3672,Office of Manufacturing,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3674,Semiconductors and Related Devices,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3674,Office of Manufacturing,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3675,Electronic Capacitors,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3676,Electronic Resistors,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3677,"Electronic Coils, Transformers, and Other Inductors",3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3677,Office of Manufacturing,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3678,Electronic Connectors,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3678,Office of Manufacturing,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3679,"Electronic Components, Not Elsewhere Classified",3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3679,Office of Manufacturing,3670,3679,Electronic components & accessories,37,Chips Electronic Equipment
3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments",3812,3812,"Search, detection, navigation, guidance, aeronautical & nautical systems & instruments",37,Chips Electronic Equipment
3812,Office of Manufacturing,3812,3812,"Search, detection, navigation, guidance, aeronautical & nautical systems & instruments",37,Chips Electronic Equipment
3821,Laboratory Apparatus and Furniture,3821,3821,Laboratory apparatus and furniture,38,LabEq Measuring and Control Equipment
3821,Industrial Applications and Services,3821,3821,Laboratory apparatus and furniture,38,LabEq Measuring and Control Equipment
3822,Automatic Controls for Regulating Residential and Commercial Environments and Appliances,3822,3822,Automatic controls for regulating residential & commercial environments & appliances,38,LabEq Measuring and Control Equipment
3822,Industrial Applications and Services,3822,3822,Automatic controls for regulating residential & commercial environments & appliances,38,LabEq Measuring and Control Equipment
3823,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products",3823,3823,Industrial measurement instruments & related products,38,LabEq Measuring and Control Equipment
3823,Industrial Applications and Services,3823,3823,Industrial measurement instruments & related products,38,LabEq Measuring and Control Equipment
3824,Totalizing Fluid Meters and Counting Devices,3824,3824,Totalizing fluid meters & counting devices,38,LabEq Measuring and Control Equipment
3824,Industrial Applications and Services,3824,3824,Totalizing fluid meters & counting devices,38,LabEq Measuring and Control Equipment
3825,Instruments for Measuring and Testing of Electricity and Electrical Signals,3825,3825,Instruments for measuring & testing of electricity & electrical instruments,38,LabEq Measuring and Control Equipment
3825,Industrial Applications and Services,3825,3825,Instruments for measuring & testing of electricity & electrical instruments,38,LabEq Measuring and Control Equipment
3826,Laboratory Analytical Instruments,3826,3826,Lab analytical instruments,38,LabEq Measuring and Control Equipment
3826,Industrial Applications and Services,3826,3826,Lab analytical instruments,38,LabEq Measuring and Control Equipment
3827,Optical Instruments and Lenses,3827,3827,Optical instruments and lenses,38,LabEq Measuring and Control Equipment
3827,Industrial Applications and Services,3827,3827,Optical instruments and lenses,38,LabEq Measuring and Control Equipment
3829,"Measuring and Controlling Devices, Not Elsewhere Classified",3829,3829,Misc measuring and controlling devices,38,LabEq Measuring and Control Equipment
3829,Industrial Applications and Services,3829,3829,Misc measuring and controlling devices,38,LabEq Measuring and Control Equipment
2520,Office of Manufacturing,2520,2549,Office furniture and fixtures,39,Paper Business Supplies
2521,Wood Office Furniture,2520,2549,Office furniture and fixtures,39,Paper Business Supplies
2522,"Office Furniture, Except Wood",2520,2549,Office furniture and fixtures,39,Paper Business Supplies
2522,Office of Manufacturing,2520,2549,Office furniture and fixtures,39,Paper Business Supplies
2531,Public Building and Related Furniture,2520,2549,Office furniture and fixtures,39,Paper Business Supplies
2531,Office of Manufacturing,2520,2549,Office furniture and fixtures,39,Paper Business Supplies
2540,Office of Manufacturing,2520,2549,Office furniture and fixtures,39,Paper Business Supplies
2541,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers",2520,2549,Office furniture and fixtures,39,Paper Business Supplies
2542,"Office and Store Fixtures, Partitions, Shelving, and Lockers, Except Wood",2520,2549,Office furniture and fixtures,39,Paper Business Supplies
2600,Office of Manufacturing,2600,2639,Paper and allied products,39,Paper Business Supplies
2611,Pulp Mills,2600,2639,Paper and allied products,39,Paper Business Supplies
2611,Office of Manufacturing,2600,2639,Paper and allied products,39,Paper Business Supplies
2621,Paper Mills,2600,2639,Paper and allied products,39,Paper Business Supplies
2621,Office of Manufacturing,2600,2639,Paper and allied products,39,Paper Business Supplies
2631,Paperboard Mills,2600,2639,Paper and allied products,39,Paper Business Supplies
2631,Office of Manufacturing,2600,2639,Paper and allied products,39,Paper Business Supplies
2670,Office of Manufacturing,2670,2699,Paper and allied products,39,Paper Business Supplies
2671,"Packaging Paper and Plastics Film, Coated and Laminated",2670,2699,Paper and allied products,39,Paper Business Supplies
2672,"Coated and Laminated Paper, Not Elsewhere Classified",2670,2699,Paper and allied products,39,Paper Business Supplies
2673,"Plastics, Foil, and Coated Paper Bags",2670,2699,Paper and allied products,39,Paper Business Supplies
2673,Office of Manufacturing,2670,2699,Paper and allied products,39,Paper Business Supplies
2674,Uncoated Paper and Multiwall Bags,2670,2699,Paper and allied products,39,Paper Business Supplies
2675,Die-Cut Paper and Paperboard and Cardboard,2670,2699,Paper and allied products,39,Paper Business Supplies
2676,Sanitary Paper Products,2670,2699,Paper and allied products,39,Paper Business Supplies
2677,Envelopes,2670,2699,Paper and allied products,39,Paper Business Supplies
2678,"Stationery, Tablets, and Related Products",2670,2699,Paper and allied products,39,Paper Business Supplies
2679,"Converted Paper and Paperboard Products, Not Elsewhere Classified",2670,2699,Paper and allied products,39,Paper Business Supplies
2761,Manifold Business Forms,2760,2761,Manifold business forms,39,Paper Business Supplies
2761,Office of Manufacturing,2760,2761,Manifold business forms,39,Paper Business Supplies
3950,Office of Manufacturing,3950,3955,"Pens, pencils & other artists’ supplies",39,Paper Business Supplies
3951,"Pens, Mechanical Pencils, and Parts",3950,3955,"Pens, pencils & other artists’ supplies",39,Paper Business Supplies
3952,"Lead Pencils, Crayons, and Artists' Materials",3950,3955,"Pens, pencils & other artists’ supplies",39,Paper Business Supplies
3953,Marking Devices,3950,3955,"Pens, pencils & other artists’ supplies",39,Paper Business Supplies
3955,Carbon Paper and Inked Ribbons,3950,3955,"Pens, pencils & other artists’ supplies",39,Paper Business Supplies
2441,Nailed and Lock Corner Wood Boxes and Shook,2440,2449,Wood containers,40,Boxes Shipping Containers
2448,Wood Pallets and Skids,2440,2449,Wood containers,40,Boxes Shipping Containers
2449,"Wood Containers, Not Elsewhere Classified",2440,2449,Wood containers,40,Boxes Shipping Containers
2650,Office of Manufacturing,2640,2659,"Paperboard containers, boxes, drums, tubs",40,Boxes Shipping Containers
2652,Setup Paperboard Boxes,2640,2659,"Paperboard containers, boxes, drums, tubs",40,Boxes Shipping Containers
2653,Corrugated and Solid Fiber Boxes,2640,2659,"Paperboard containers, boxes, drums, tubs",40,Boxes Shipping Containers
2655,"Fiber Cans, Tubes, Drums, and Similar Products",2640,2659,"Paperboard containers, boxes, drums, tubs",40,Boxes Shipping Containers
2656,"Sanitary Food Containers, Except Folding",2640,2659,"Paperboard containers, boxes, drums, tubs",40,Boxes Shipping Containers
2657,"Folding Paperboard Boxes, Including Sanitary",2640,2659,"Paperboard containers, boxes, drums, tubs",40,Boxes Shipping Containers
3220,Office of Manufacturing,3220,3221,Glass containers,40,Boxes Shipping Containers
3221,Glass Containers,3220,3221,Glass containers,40,Boxes Shipping Containers
3221,Office of Manufacturing,3220,3221,Glass containers,40,Boxes Shipping Containers
3411,Metal Cans,3410,3412,Metal cans and shipping containers,40,Boxes Shipping Containers
3411,Office of Manufacturing,3410,3412,Metal cans and shipping containers,40,Boxes Shipping Containers
3412,"Metal Shipping Barrels, Drums, Kegs, and Pails",3410,3412,Metal cans and shipping containers,40,Boxes Shipping Containers
3412,Office of Manufacturing,3410,3412,Metal cans and shipping containers,40,Boxes Shipping Containers
4011,"Railroads, Line-Haul Operating",4000,4013,"Railroads, line-haul operating",41,Trans Transportation
4011,Office of Energy & Transportation,4000,4013,"Railroads, line-haul operating",41,Trans Transportation
4013,Railroad Switching and Terminal Establishments,4000,4013,"Railroads, line-haul operating",41,Trans Transportation
4013,Office of Energy & Transportation,4000,4013,"Railroads, line-haul operating",41,Trans Transportation
4100,Office of Energy & Transportation,4100,4100,Local & suburban transit & interurban highway passenger transportation,41,Trans Transportation
4111,Local and Suburban Transit,4110,4119,Local & suburban passenger transportation,41,Trans Transportation
4119,"Local Passenger Transportation, Not Elsewhere Classified",4110,4119,Local & suburban passenger transportation,41,Trans Transportation
4121,Taxicabs,4120,4121,Taxicabs,41,Trans Transportation
4131,Intercity and Rural Bus Transportation,4130,4131,Intercity & rural bus transportation (Greyhound),41,Trans Transportation
4141,Local Bus Charter Service,4140,4142,Bus charter service,41,Trans Transportation
4142,"Bus Charter Service, Except Local",4140,4142,Bus charter service,41,Trans Transportation
4151,School Buses,4150,4151,School buses,41,Trans Transportation
4173,Terminal and Service Facilities for Motor Vehicle Passenger Transportation,4170,4173,Motor vehicle terminals & service facilities,41,Trans Transportation
4210,Office of Energy & Transportation,4210,4219,"Trucking & courier services, except air",41,Trans Transportation
4212,Local Trucking Without Storage,4210,4219,"Trucking & courier services, except air",41,Trans Transportation
4213,"Trucking, Except Local",4210,4219,"Trucking & courier services, except air",41,Trans Transportation
4213,Office of Energy & Transportation,4210,4219,"Trucking & courier services, except air",41,Trans Transportation
4214,Local Trucking With Storage,4210,4219,"Trucking & courier services, except air",41,Trans Transportation
4215,"Courier Services, Except by Air",4210,4219,"Trucking & courier services, except air",41,Trans Transportation
4231,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation,4230,4231,Terminal & joint terminal maintenance,41,Trans Transportation
4231,Office of Energy & Transportation,4230,4231,Terminal & joint terminal maintenance,41,Trans Transportation
4400,Office of Energy & Transportation,4400,4499,Water transport,41,Trans Transportation
4412,Deep Sea Foreign Transportation of Freight,4400,4499,Water transport,41,Trans Transportation
4412,Office of Energy & Transportation,4400,4499,Water transport,41,Trans Transportation
4424,Deep Sea Domestic Transportation of Freight,4400,4499,Water transport,41,Trans Transportation
4432,Freight Transportation on the Great Lakes-St. Lawrence Seaway,4400,4499,Water transport,41,Trans Transportation
4449,"Water Transportation of Freight, Not Elsewhere Classified",4400,4499,Water transport,41,Trans Transportation
4481,"Deep Sea Transportation of Passengers, Except by Ferry",4400,4499,Water transport,41,Trans Transportation
4482,Ferries,4400,4499,Water transport,41,Trans Transportation
4489,"Water Transportation of Passengers, Not Elsewhere Classified",4400,4499,Water transport,41,Trans Transportation
4491,Marine Cargo Handling,4400,4499,Water transport,41,Trans Transportation
4492,Towing and Tugboat Services,4400,4499,Water transport,41,Trans Transportation
4493,Marinas,4400,4499,Water transport,41,Trans Transportation
4499,"Water Transportation Services, Not Elsewhere Classified",4400,4499,Water transport,41,Trans Transportation
4512,"Air Transportation, Scheduled",4500,4599,Air transportation,41,Trans Transportation
4512,Office of Energy & Transportation,4500,4599,Air transportation,41,Trans Transportation
4513,Air Courier Services,4500,4599,Air transportation,41,Trans Transportation
4513,Office of Energy & Transportation,4500,4599,Air transportation,41,Trans Transportation
4522,"Air Transportation, Nonscheduled",4500,4599,Air transportation,41,Trans Transportation
4522,Office of Energy & Transportation,4500,4599,Air transportation,41,Trans Transportation
4581,"Airports, Flying Fields, and Airport Terminal Services",4500,4599,Air transportation,41,Trans Transportation
4581,Office of Energy & Transportation,4500,4599,Air transportation,41,Trans Transportation
4610,Office of Energy & Transportation,4600,4699,"Pipelines, except natural gas",41,Trans Transportation
4612,Crude Petroleum Pipelines,4600,4699,"Pipelines, except natural gas",41,Trans Transportation
4613,Refined Petroleum Pipelines,4600,4699,"Pipelines, except natural gas",41,Trans Transportation
4619,"Pipelines, Not Elsewhere Classified",4600,4699,"Pipelines, except natural gas",41,Trans Transportation
4700,Office of Energy & Transportation,4700,4700,Transportation services,41,Trans Transportation
4724,Travel Agencies,4720,4729,Arrangement of passenger transportation,41,Trans Transportation
4725,Tour Operators,4720,4729,Arrangement of passenger transportation,41,Trans Transportation
4729,"Arrangement of Passenger Transportation, Not Elsewhere Classified",4720,4729,Arrangement of passenger transportation,41,Trans Transportation
4731,Arrangement of Transportation of Freight and Cargo,4730,4739,Arrangement of transportation of freight and cargo,41,Trans Transportation
4731,Office of Energy & Transportation,4730,4739,Arrangement of transportation of freight and cargo,41,Trans Transportation
4741,Rental of Railroad Cars,4740,4749,Rental of railroad cars,41,Trans Transportation
4783,Packing and Crating,4783,4783,Packing and crating,41,Trans Transportation
4785,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation,4785,4785,Motor vehicle inspection,41,Trans Transportation
4789,"Transportation Services, Not Elsewhere Classified",4789,4789,Misc transportation services,41,Trans Transportation
5000,Office of Trade & Services,5000,5000,Wholesale - durable goods,42,Whlsl Wholesale
5010,Office of Trade & Services,5010,5015,Wholesale - automotive vehicles & automotive parts & supplies,42,Whlsl Wholesale
5012,Automobiles and Other Motor Vehicles,5010,5015,Wholesale - automotive vehicles & automotive parts & supplies,42,Whlsl Wholesale
5013,Motor Vehicle Supplies and New Parts,5010,5015,Wholesale - automotive vehicles & automotive parts & supplies,42,Whlsl Wholesale
5013,Office of Trade & Services,5010,5015,Wholesale - automotive vehicles & automotive parts & supplies,42,Whlsl Wholesale
5014,Tires and Tubes,5010,5015,Wholesale - automotive vehicles & automotive parts & supplies,42,Whlsl Wholesale
5015,"Motor Vehicle Parts, Used",5010,5015,Wholesale - automotive vehicles & automotive parts & supplies,42,Whlsl Wholesale
5020,Office of Trade & Services,5020,5023,Wholesale - furniture and home furnishings,42,Whlsl Wholesale
5021,Furniture,5020,5023,Wholesale - furniture and home furnishings,42,Whlsl Wholesale
5023,Home furnishings,5020,5023,Wholesale - furniture and home furnishings,42,Whlsl Wholesale
5030,Office of Trade & Services,5030,5039,Wholesale - lumber and construction materials,42,Whlsl Wholesale
5031,"Lumber, Plywood, Millwork, and Wood Panels",5030,5039,Wholesale - lumber and construction materials,42,Whlsl Wholesale
5031,Office of Trade & Services,5030,5039,Wholesale - lumber and construction materials,42,Whlsl Wholesale
5032,"Brick, Stone, and Related Construction Materials",5030,5039,Wholesale - lumber and construction materials,42,Whlsl Wholesale
5033,"Roofing, Siding, and Insulation Materials",5030,5039,Wholesale - lumber and construction materials,42,Whlsl Wholesale
5039,"Construction Materials, Not Elsewhere Classified",5030,5039,Wholesale - lumber and construction materials,42,Whlsl Wholesale
5040,Office of Trade & Services,5040,5042,Wholesale - professional and commercial equipment and supplies,42,Whlsl Wholesale
5043,Photographic Equipment and Supplies,5043,5043,Wholesale - photographic equipment & supplies,42,Whlsl Wholesale
5044,Office Equipment,5044,5044,Wholesale - office equipment,42,Whlsl Wholesale
5045,Computers and Computer Peripheral Equipment and Software,5045,5045,Wholesale - computers & peripheral equipment & software,42,Whlsl Wholesale
5045,Office of Trade & Services,5045,5045,Wholesale - computers & peripheral equipment & software,42,Whlsl Wholesale
5046,"Commercial Equipment, Not Elsewhere Classified",5046,5046,Wholesale - commercial equipment,42,Whlsl Wholesale
5047,"Medical, Dental, and Hospital Equipment and Supplies",5047,5047,"Wholesale - medical, dental & hospital equipment",42,Whlsl Wholesale
5047,Office of Trade & Services,5047,5047,"Wholesale - medical, dental & hospital equipment",42,Whlsl Wholesale
5048,Ophthalmic Goods,5048,5048,Wholesale - ophthalmic goods,42,Whlsl Wholesale
5049,"Professional Equipment and Supplies, Not Elsewhere Classified",5049,5049,Wholesale - professional equipment and supplies,42,Whlsl Wholesale
5050,Office of Trade & Services,5050,5059,"Wholesale - metals and minerals, except petroleum",42,Whlsl Wholesale
5051,Metals Service Centers and Offices,5050,5059,"Wholesale - metals and minerals, except petroleum",42,Whlsl Wholesale
5051,Office of Trade & Services,5050,5059,"Wholesale - metals and minerals, except petroleum",42,Whlsl Wholesale
5052,Coal and Other Minerals and Ores,5050,5059,"Wholesale - metals and minerals, except petroleum",42,Whlsl Wholesale
5063,"Electrical Apparatus and Equipment Wiring Supplies, and Construction Materials",5063,5063,Wholesale - electrical apparatus and equipment,42,Whlsl Wholesale
5063,Office of Trade & Services,5063,5063,Wholesale - electrical apparatus and equipment,42,Whlsl Wholesale
5064,"Electrical Appliances, Television and Radio Sets",5064,5064,"Wholesale - electrical appliance, TV and radio sets",42,Whlsl Wholesale
5064,Office of Trade & Services,5064,5064,"Wholesale - electrical appliance, TV and radio sets",42,Whlsl Wholesale
5065,"Electronic Parts and Equipment, Not Elsewhere Classified",5065,5065,Wholesale - electronic parts & equipment,42,Whlsl Wholesale
5065,Office of Trade & Services,5065,5065,Wholesale - electronic parts & equipment,42,Whlsl Wholesale
5070,Office of Trade & Services,5070,5078,"Wholesale - hardware, plumbing & heating equipment",42,Whlsl Wholesale
5072,Hardware,5070,5078,"Wholesale - hardware, plumbing & heating equipment",42,Whlsl Wholesale
5072,Office of Trade & Services,5070,5078,"Wholesale - hardware, plumbing & heating equipment",42,Whlsl Wholesale
5074,Plumbing and Heating Equipment and Supplies (Hydronics),5070,5078,"Wholesale - hardware, plumbing & heating equipment",42,Whlsl Wholesale
5075,Warm Air Heating and Air-Conditioning Equipment and Supplies,5070,5078,"Wholesale - hardware, plumbing & heating equipment",42,Whlsl Wholesale
5078,Refrigeration Equipment and Supplies,5070,5078,"Wholesale - hardware, plumbing & heating equipment",42,Whlsl Wholesale
5080,Office of Trade & Services,5080,5080,"Wholesale - machinery, equipment & supplies",42,Whlsl Wholesale
5082,Construction and Mining (Except Petroleum) Machinery and Equipment,5082,5082,Wholesale - construction and mining machinery &equipment,42,Whlsl Wholesale
5082,Office of Trade & Services,5082,5082,Wholesale - construction and mining machinery &equipment,42,Whlsl Wholesale
5083,Farm and Garden Machinery and Equipment,5083,5083,Wholesale - farm and garden machinery & equipment,42,Whlsl Wholesale
5084,Industrial Machinery and Equipment,5084,5084,Wholesale - industrial machinery & equipment,42,Whlsl Wholesale
5084,Office of Trade & Services,5084,5084,Wholesale - industrial machinery & equipment,42,Whlsl Wholesale
5085,Industrial Supplies,5085,5085,Wholesale - industrial supplies,42,Whlsl Wholesale
5087,Service Establishment Equipment and Supplies,5086,5087,Wholesale - service establishment machinery & equipment (?),42,Whlsl Wholesale
5088,"Transportation Equipment and Supplies, Except Motor Vehicles",5088,5088,"Wholesale - transportation equipment, except motor vehicles",42,Whlsl Wholesale
5090,Office of Trade & Services,5090,5090,Wholesale - Misc durable goods,42,Whlsl Wholesale
5091,Sporting and Recreational Goods and Supplies,5091,5092,Wholesale - sporting goods & toys,42,Whlsl Wholesale
5092,Toys and Hobby Goods and Supplies,5091,5092,Wholesale - sporting goods & toys,42,Whlsl Wholesale
5093,Scrap and Waste Materials,5093,5093,Wholesale - scrap and waste materials,42,Whlsl Wholesale
5094,"Jewelry, Watches, Precious Stones, and Precious Metals",5094,5094,"Wholesale - jewelry, watches, precious stones & metals",42,Whlsl Wholesale
5094,Office of Trade & Services,5094,5094,"Wholesale - jewelry, watches, precious stones & metals",42,Whlsl Wholesale
